"PRENOM","NOM","DATES","IMAGE","BIOGRAPHIE"
"Pol","JEAN","(Frankrijk, 1952-België, 2021)","POL_JEAN.jpg","Het zijn kleuren als lavastromen, lijnen die krioelen en op hun plaats worden gehouden door een zwarte ring, zoals het glas op zijn plaats houdt in glasramen. Het is compact, werk ontstaan tussen de kamer van het Centre Reine Fabiola en het atelier van Campagn’art (Neufvilles, België), in een voortdurende beweging waar tekeningen en schilderijen kostbare schatten zijn die je in de buurt moet houden, net als het materiaal dat gebruikt werd om ze te maken. Het is een lied, als het geluid dat niet uit zijn mond komt. Het is de muziek die zijn glimlach suggereert als Pol Jean begint met het samenbrengen van architecturen, portretten en fantastische dieren die, onder onze blik, bewegen of versmelten. Ze dansen.",,,,,,,,,,,
"Solange","KNOPF","(België, 1957-)","Solange_KNOPF.jpg",
"Karel","LAENEN","(België, 1956-)","Karel_LAENEN.jpg",
"Alexis","LIPPSTREU","(Frankrijk, 1972-)","Lippstreu.jpg","Alexis Lippstreu woont in La Pommeraie (Henegouwen, België) en volgt de creatieve workshop onder leiding van Bruno Gérard. Zijn interesse in tekenen wordt aangevuld door een obsessieve herhaling van de thema's gekozen uit Manet, Gauguin of Seurat. Deze meesters trekken hem niet aan door gebruik van een precieze techniek, maar eerder door de beelden die ze hebben voortgebracht. Rauw, sterk en sprakeloos dringen ze Alexis geest binnen, die ze een gefilterde, verfijnde substantie geeft waarin de mens een belangrijke rol speelt. Het formele stereotype dat aan lichamen wordt gegeven, is misleidend voor het afgeleide oog. Rijk aan diverse uitdrukkingen, heeft elke schematische aanwezigheid een eigen leven, wat hen individualiseert in hun valse jumelage. Gefocust op enkele details, zijn de graphics van Alexis zuinig en maken ze plaats voor een groot ademend vermogen van compositie. Er zit een radiografische zachtheid in zijn wezen als ontwerper."
"Francis","MARSHALL","(Frankrijk, 1946-)","Francis_MARSHALL.jpg",
"Dirk","MARTENS","(België, 1970-)","Dirk_MARTENS.jpg",
"Wolfgang","MARX","(Duitsland, 1946-2011)","Wolfgang_MARX.jpg",
"Ezekiel","MESSOU","(Benin, 1971-)","Ezekiel_MESSOU.jpg",
"Raphaël","MICHEL","(Frankrijk, 1988-)","Raphael_MICHEL.jpg","Met een balpen op een A4-tje compileert Raphaël discreet zijn dagelijks leven. Trouw geeft hij zijn gangen weer, de plekken waar hij komt, de plaatsen die indruk op hem maken en hem bevallen. Vanuit zijn voorliefde voor kleur gebruikt hij markeerstiften, potloden en Tipp-Ex om - meestal - de hele oppervlakte van zijn blad op te vullen. De weergave van zijn perspectieven is gedurfd, nerveus en levendig. Omdat hij sterk gehecht is aan de kleinste details, tekent hij ze minutieus: affiches, riooldeksels, elektriciteitsdraden, zebrapaden, de weerspiegeling van een boom in de spiegel boven zijn lavabo. Aan de achterkant van zijn blad beschrijft hij heel nauwgezet de beleefde situatie die hij aan de voorkant geïllustreerd heeft. Het is zijn logboek, het dagboek van zijn bestaan, belichaamd door trajecten, plaatsen en momenten in zijn leven"
"Richard","MOSZKOWICZ","(België, 1945-)","MOSZKOWICZ.jpg","Richard Moszkowicz woont in een rusthuis vlakbij het Art and Margins museum en neemt meerdere keren per week de weg die hem leidt naar de workshop beeldende kunst in Créahm-Brussel. Hoewel het laat is begonnen (in 1997), was het met jeugdige frisheid dat de schilderpraktijk in zijn leven kwam. De energie die uit zijn composities komt, komt van levendige tonen maar ook van het schrijfwerk van een 'intiem dagboek'. Alledaagse feiten hebben evenzeer grafische waarde als dat ze bijdragen aan zelfontwikkeling."
"Antoine","MVUMBI","(België, 1974-)","AntoineMVUMBI.jpg","Het werk van Antoine Mvumbi bestaat uit kleurige composities die hij voornamelijk uitvoert in vette pastel. Zijn eerste producties worden gekenmerkt door naast elkaar geplaatste kleurvakken. Met een hoog grafisch gehalte tonen de werken de toeschouwer fragmenten architectuur, waardoor het lijkt of hij naar een splitscreen dat in verbinding staat met bewakingscamera’s kijkt. Geleidelijk werden de tekeningen verrijkt met magazinebeelden. Antoine Mvumbi eigent zich alle beelden toe en synthetiseert ze dankzij zijn observatietalent en zijn feilloze zin voor compositie."
"Michel","NEDJAR","(Frankrijk, 1947-)","michelnedjar.jpg","Michel Nedjar, de man van de poppen! Hij tekent ook, vaak in series, altijd vanuit zijn instinct, maar zijn werk wordt ontegensprekelijk het meest gekenmerkt door de poppen die hij creëert. Ze worden gemaakt van stoffen die herinneren aan de stoffen die Nedjar met zijn grootmoeder verkocht op de vlooienmarkt van Clignancourt. De artiest verkiest deze oude stoffen  – “Schmatess”, zoals zijn grootmoeder ze in het Jiddisch noemde – boven de mooie stoffen uit het kostuumatelier van zijn vader. De poppen worden eerst gevormd als klassieke poppen en nemen stilaan de vorm aan van gemangelde, verkoolde lichamen. Dit is de manier van de artiest om de beelden uit te drijven die hem kwellen, zoals die van de gruwel van de concentratiekampen. Een gruwel die zijn familie getekend heeft maar die hij slechts ontdekt in 1960 door beelden uit de film ""Nuit et brouillard"" van Alain Resnais. Later worden de poppen veelkleurig. Ze zijn niet meer vervormd door verf of modder, maar vertonen ""littekens"" die over heel het lichaam lopen dat volgepropt is met objecten. Hier en daar kan je een theepot of een poppenschoen ontwaren… Ze dragen een geschiedenis met zich mee, die van hun maker, van de vorige eigenaars van de stoffen of objecten, ze zijn universeel."
"Marion","OSTER","(Niger, 1960-)","marionoster.jpg","Marion Oster groeide op in Afrika en heeft veel belangstelling voor niet-Europese beschavingen. Zo geeft zij ons toegang tot een hele wereld van magische rituelen. De betovering ontstaat uit het verwaarloosbare en de kitsch, dankzij het talent waarmee zij de diverse elementen combineert. Van het religieuze onthouden we het heilige, het overstijgende, datgene wat waarde geeft. Het minutieuze en geduldige werk mondt uit in werken van een grote vrijheid die ons recht in het hart van folkores en heruitgevonden tradities brengt. Marion Oster stelt haar passie ook ten dienste van een collectie werken van artiesten met wie ze een gemeenschappelijke gevoeligheid deelt, van art brut tot art singulier via populaire kunst. Ze heeft bovendien het werk van deze artiesten gepromoot in de twee galerieën die ze achtereenvolgens in Parijs en Lyon had, deze laatste ""Le cœur au ventre"" genaamd."
"Marilena","PELOSI","(Brazilië, 1957-)","Marilena_PELOSI.jpg",
"Rémy","PIERLOT","(België, 1945-)","Remy_PIERLOT.jpg",
"Anne-Marie","POTVLIEGE","(België, 1965-2017)","anne_mariepotvliege.jpg","Anne-Marie Potvliege vertoonde al vroeg een duidelijk talent voor het werken met kleuren. Het was de kunstschilder Luc Mondry die haar inwijdde in de interpretatieve tekening, in het atelier van La Clairière. Haar werk evolueerde naar een zeer persoonlijke benadering van de behandelde onderwerpen. Een ander aspect van haar werk is de reeks vierkanten, waarschijnlijk geïnspireerd door de enkele maanden tijd die zij doorbracht in een mozaïekatelier. Binnen de grenzen van een repetitief systeem dat zij streng afgebakend heeft, weet zij elke monotonie te vermijden. Haar harmonische kleurenkeuze zorgt telkens weer voor nieuwe, aangename verrassingen."
"André","PRUES","(België, 1957-)","AndrePRUES.jpg",
"Kenneth","RASMUSSEN","(Denemarken, 1971-)","Kenneth_RASMUSSEN.jpg",
"Christine","REMACLE","(België, 1967-2014)","ChristineREMACLE.jpg",
"Fernanda","REYNS","(België, 1957-)","FernandaREYNS.jpg",
"Pedro","RIBEIRO","(Portugal, 1990-)","PedroRIBEIRO.jpg",
"Melina","RICCIO","(Italië, 1951-)","Melina_RICCIO.jpg",
"André ","ROBILLARD ","(Frankrijk, 1931-)","Robillard_10B.jpg","Voor deze knutselaar in hart en nieren is de creatie een uitweg, het uitgelezen middel om zijn kwellingen te overstijgen. Zijn geweren zijn gemaakt van wegwerpmaterialen zoals conservenblikken, gebruikte lampen, stukken hout, plastic buizen en metalen staven. Hij bindt ze samen met kleefband en ijzeren draad.  De creaties van Robillard werken niet en maken het referentievoorwerp bijna belachelijk. Zij zouden een magische kracht hebben, namelijk om « de miserie te doden » of nog om « het leven te veranderen” zoals hun maker het zelf zegt. “Kunstdingen” zoals hij ze noemt, die een brug slaan tussen hem en de ander, hem uit zijn isolement halen. Vermits André Robillard ons een hele wereld voorstelt en niet aarzelt om een monoloog in marsiaans te voeren, of een muziekstuk te improviseren door met zijn met hulzen bedekte vingers op een metalen doos te trommelen"
"Jean-Pierre","ROSTENNE","(België, 1942-2017)","Jean_Pierre_ROSTENNE.jpg",
"Tomoaki","SAKAI","(Japan, 2001-)","Tomoaki_SAKAI.jpg",
"Anny","SERVAIS","(België, 1952-2009)","AnnySERVAIS.jpg",
"Daniel","STERCKX","(België, 1965-)","Daniel_STERCKX.jpg","Daniel Sterckx, sinds 1986 actief in het kader van het atelier voor plastische kunsten van het Créahm-Brussel, laat uit zijn lijnen ogen, monden, neusgaten… gezichten en lichamen ontstaan. Vooral gezichten dan. Het lichaam wordt slechts summier getekend, de indringende blikken trekken alle aandacht. Materies worden eerder opgestapeld dan met elkaar gecombineerd, in krachtige cirkelvormige bewegingen die angst, verschrikking, verrassing, droefheid of minachting verduidelijken. Men reageert heel uiteenlopend op de emoties die deze personages, getekend met eerder energieke dan wel agressieve halen, uitstralen."
"Mohammed","TARGA","(Marokko, 1960-)","MohammedTARGA.jpg",
"Pascal","TASSINI","(België, 1955-)","TASSINI.jpg","Pascal Tassini voegde zich bij de Créahm Région Wallonne in 1986. Na verschillende mediums te hebben verkend, vond hij in textiel en vooral knopen zijn favoriete vorm van expressie. Zelfs zijn stokpaardje, zou je kunnen zeggen? Herinnert dit gebaar hem aan de uren die hij besteedde aan het kijken naar het breien van zijn schoonzus? Als het maken van een knoop waarschijnlijk de gemakkelijkste manier is om twee draden bij elkaar te houden, door ze te vermenigvuldigen, creëert Pascal Tassini als een koorddanser op de lijn van evenwicht. En volgens zijn eigen initiatief, de eerste ""ballen"" van stoffen, met kostbare verpakkingen van teruggewonnen of voor eeuwig geleend meubilair (tafels, stoelen, ladders), sleutelhangers van een fantasiefeest (jurken, boeketten, hoeden), versleutelde liefdesbrieven of onverwachte geschenken, altijd de nauwgezette materiaalkeuze. Maar ook de zorg voor spanningen en verhoging."
"Dominique","THÉATE","(België, 1958-)","DominiqueTHEATE.jpg",
"Jacques ","TROVIC ","(Frankrijk, 1948-)","Jacques_TROVIC.jpg","Al op zeer jonge leeftijd leert hij naaien en breien bij zijn moeder en zus. Hij creëert zijn eerste tapijt in 1964, in een klein mijnwerkershuisje aan de rand van Valenciennes, waar hij nog steeds met zijn zus woont. Hij realiseert op de keukentafel tapijten met monumentale dimensies. De thema’s die hij breit zijn geïnspireerd op de volkstraditie, de mijnen, de straatbeelden, feesten, carnavals… Op basis van jute, weeft Jacques Trovic, met behulp van stof gekocht op de markt van Anzin, wol van alle kleuren, schilfertjes, parels, kant, patchwork. Hij creëert werken waar een grote poëtische kracht en gevoeligheid uit spreken."
"Pascale","VINCKE","(België, 1974-)","Pascale_VINCKE.jpg",
"Jacqueline","VIZCAÏNO","(Algerije, 1937-)","Jacqueline_VIZCAINO.jpg",
"Jean-Michel","WUILBEAUX","(Frankrijk, 1968-)","Jean_Michel_WUILBEAUX.jpg",
