"PRENOM","NOM","DATES","IMAGE","BIOGRAPHIE"
"Solange","KNOPF","(Belgium, 1957-)","Solange_KNOPF.jpg","Solange Knopf was born in Brussels in 1957. Attracted to art for as long as she can remember, she put it on the back burner for a number of years, until it came to the fore as a way of coping with painful episodes in her life. At the end of the 90s, she studied at the Académie des Beaux-Arts in Ixelles, but, driven by the need for resolutely personal expression, she soon withdrew from all artistic training. The Art et marges museum collection includes two drawings by Solange Knopf. Done in Indian ink on the pages of old books, they present faces in amniotic suspension, and it is unclear whether they are animal or human. A pre-existing stain seems to have guided these compositions, dated 2011. Since then, Solange Knopf has explored broader supports, and for a time entrusted her gesture to a more geometric construction, but her work always exudes a high degree of the spiritual and supernatural. Her work is like an invitation to the depths of being, strewn with faces, like spectres, in the shape of mysteries. Her work is represented by Cavin-Morris Gallery, New York."
"Karel","LAENEN","(Belgium, 1956-)","Karel_LAENEN.jpg","His works, with their shimmering colours and surreal titles, are hybrid compositions in which fragments of fauna, flora, humans and the cosmos are joyfully intertwined.  For many years now, he has been drawing continuously with joy and relish in the creative workshop of the psychiatric hospital in Geel (Kunsthuis Yellow Art), but also at home, with his foster family.",,,,,,,,,,,,
"Jeannine","LEJEUNE","(Belgium, 1952-)","Jeannine_LEJEUNE.jpg","The aesthetics of Jeannine Lejeune's work can safely be described as being Baroque.  Her works are teeming with details, generous (in the image of their creator) and regularly borrow elements from the Catholic religion.  Each of her creations is an emanation of her inner world as well as being an invitation to explore our own inner world.  It is with this message that for long years she opened her house to visitors.  Actually, we should rather call it a museum!  Her house was a veritable work of art in itself.  Established on the heights of Huy, it was a denunciation of our throw-away society and transformed discarded materials into a festival of colour."
"Alexis","LIPPSTREU","(France, 1972-)","Lippstreu.jpg","Alexis Lippstreu lives in La Pommeraie (Hainaut, Belgium) and attends the creative workshop led by Bruno Gérard. His interest in drawing is complemented by an obsessive repetition of the themes chosen from Manet, Gauguin or Seurat. These masters do not attract him for a precise technique but rather for the imagery they have created. Raw, strong and speechless, they penetrate Alexis’ mind, who gives them a filtered, refined substance in which humans have an important role. The formal stereotype given to bodies is misleading to the distracted eye. Rich in diverse expressions, each schematic presence has their own life, which individualizes them in their false twinning. Centered on a few details, the graphics of Alexis are economical and give way to a great breathability of composition. There is a radiographic softness in his being as a designer."
"Francis","MARSHALL","(France, 1946-)","Francis_MARSHALL.jpg","Although he is an art teacher, Francis Marshall frequently finds his work exhibited alongside that of brut artists.  His works, which are both gritty and shrouded in mystery, break free from cultural norms; he creates what he feels he has never seen anywhere else.  Is he making a work in 3D?  He will call it "stuffing".  Is he working on a painting?  He will build it into a piece of furniture, so that it is not viewed as a painting.   And he will not be defined by being put into any box!",,,,,,,,,,
"Dirk","MARTENS","(Belgium, 1970-2022)","Dirk_MARTENS.jpg","Dirk Martens distorts photographic images cut out from books and magazines.  His constructions, in which the cut image and the handwritten word become entangled, are visually and conceptually multiple. 
In his collages – a technique that suits him perfectly – he transcends pure representation and visionary reading.  He sees his art as “flashes” during which reality and suffering disappear.  He often creates, as he puts it, totally “absurd and impracticable” machines to conjure his torments. He describes himself as someone socially inept and moreover attaches little importance to how others appreciate his work. His work reveals a troubling interior questioning put into perspective in a utopian socio-political framework.",,,,,,,,,,,
"Wolfgang","MARX","(Germany, 1946-2011)","Wolfgang_MARX.jpg","Wolfgang Marx glues, assembles and embroiders his work, which resembles a diary.  The richly decorated binders bring together childhood memories, feelings and impressions transcribed in red biro or Dymo, family photos, Christmas decorations... all generously adorned with sequins.
These objects become glittering baroque works of art, fashioned using thousands of nylon threads that protrude from the work.  The artist is very attached to his creations, keeping them with him and finding it hard to part with them permanently.  An intimate treasure chest, they are the intense reflection of his life.",,,,,,,,,,
"Ezekiel","MESSOU","(Benin, 1971-)","Ezekiel_MESSOU.jpg","Ezekiel Messou (Cotonou, Benin) repairs sewing machines in a town very close to Cotonou.  To draw up an inventory of the parts at his disposal, but also in order to remember how to disassemble and reassemble all the different models of machines, he draws the inventory on the walls of his workshop first, and then copies it in notebooks. Little by little, Ezekiel seems to join the drawing game, which leaves its purely utilitarian purpose and winds up bearing witness to his deep passion for these machines, whose contours he proceeds to draw generously. The drawings in the collection of Art et marges date from after 2013, the year he was discovered by the Outsider Art Collection. The interest shown in his drawings by three Europeans who came to his small workshop surprised Ezekiel Messou to no end. He went back to his creative work, which he had abandoned, full of enthusiasm, on plain paper and in ever freer forms too.",,,,,,,,,,
"Raphaël","MICHEL","(France, 1988-)","Raphael_MICHEL.jpg","On A4 paper, using a ballpoint pen, Raphaël discreetly compiles his daily life.  He faithfully retraces his journeys, the paths that he crosses, and the places that have marked him and given him pleasure.  A colourist, he uses marker pens, crayons and Tipp-Ex most frequently in order to saturate the surface of the support.  The rendering of his perspectives is audacious, nervous and very lively.  Very attached to the minutest detail, he faithfully reproduces everything meticulously: road signs, manhole covers, electric wiring, zebra crossings, even the reflection of a tree in the mirror above his washbasin.  On the back of his sheet of paper, he describes very exactly the situation he has experienced and illustrated on the other side.  This is his logbook: the intimate diary of his existence, punctuated with journeys, places and the moments of his life."
"Richard","MOSZKOWICZ","(Belgium, 1945-)","MOSZKOWICZ.jpg","Residing in a rest home very close to the Art et marges museum, Richard Moszkowicz takes the road several times a week to go to the plastic arts workshop at Créahm-Brussels. Although it started late (in 1997), it was with youthful freshness that the practice of painting came into his life. The energy that emanates from his compositions comes from lively tones but also from the writing work of an ""intimate journal"". Everyday facts have graphic value just as much as they contribute to self-development."
"Antoine","MVUMBI","(Belgium, 1974-)","AntoineMVUMBI.jpg","The works of Antoine Mvumbi are very colourful compositions realised essentially in oil pastels.  His first productions were distinguished by the juxtaposition of blocks of colour.  These works are very graphic, showing the audience fragments of architecture, giving the sensation of a split screen connected to surveillance cameras.  Gradually, his drawings started to feature images from magazines: Antoine Mvumbi appropriates all images and synthesizes them using his extraordinary faculty of observation and keen sense of composition."
"Michel","NEDJAR","(France, 1947-)","michelnedjar.jpg","Michel Nedjar, the man with dolls! He draws also, often in series, always by instinct, but the dolls undeniably constitute the trademark of his work. They are made of fabrics similar to those that Nedjar sold with his grandmother at the Clignancourt flee market.  These old fabrics, “Schmattess,” as his mother called them in Yiddish, are preferred by the artist over the fine fabrics of his father’s  tailor shop. The dolls are initially modelled on traditional dolls but are then gradually transformed into tortured, charred looking bodies. The artist thus exorcises the images he is obsessed with, namely the horror of the concentration camps, a horror that marked his family but which he discovered only in 1960 through the images of the film of Alain Resnais “Night and Fog.”  Later, the dolls become multicoloured. They are no longer transformed by dye or mud, but bear “scars” that go through a body stuffed with objects. You can easily imagine a teapot appearing here, a doll’s shoe there… they carry a story, that of their author, that of the erstwhile owners of fabrics or objects.  They are universal."
"Marion","OSTER","(Niger, 1960-)","marionoster.jpg","Marion Oster conveys an entire world of ritual magic steeped in her childhood in Africa and interests in non-European civilisations. Enchantment and wonder emerge from kitsch derision thanks to assembling talent. The sacred, which transcends and gives value, is distilled from the religious dimension. The detailed and patient work leads to creations of enormous freedom which brings us to the heart of reinvented folklore and traditions. Marion Oster puts her passion at the service of a collection that brings together a shared sensitivity, from outsider art to peculiar art via popular art. She has for that matter defended the work of these artists in two galleries which she kept fire in the belly (or “Le coeur au ventre”, the name of her second gallery) in Paris, then in Lyon."
"Aranka","PASZTOR-LIBAN","(Hungary 1920-Belgium 1999)","Aranka_PASZTOR-LIBAN.jpg","Like all young Hungarian girls of her generation, Aranka Pasztor-Liban learned embroidery in her childhood. It was thus quite natural that she chose this technique to reveal her idyllic personal universe.  When she was free of her domestic occupations when her two children had left home, creation became a vital element in her life. It was virtually viral as it invaded every corner of the house where she lived with her husband in Halanzy, in the province of Luxembourg. Flowers, blonde goddesses, butterflies... bathed in a bright, sparkling light delight the eye. Aranka Pasztor-Liban really lived her creativity, wearing the dresses that she made from shimmering fabrics."
"Marilena","PELOSI","(Brazil, 1957-)","Marilena_PELOSI.jpg","In Marilena Pelosi's drawings, women's bodies are at the centre of dark and frightening ritual scenes, as though they echo her own torments and her path through life that led her from Brazil to France, having fled a forced marriage with a voodoo priest.  She would have liked to enrol at the Beaux-Arts, but it is as an autodidact that she developed her artistic language.  She now considers that the absence of an apprenticeship has allowed her to find a truly personal graphic path."
"Rémy","PIERLOT","(Belgium, 1945-)","Remy_PIERLOT.jpg","A virtuoso of monotype, Rémy Pierlot reproduces images taken from films, imbuing them with a soft and mysterious atmosphere.  He is also known for his poetic landscapes, which speak volumes about the artist's sensitivity.  It is at La S Grand Atelier, in Vielsalm in the Ardennes, that the artist has been active since his retirement from the sheltered workshop where he worked as a labourer.",,,,,,,,,,
"Anne-Marie","POTVLIEGE","(Belgium, 1965-2017)","anne_mariepotvliege.jpg","Anne-Marie Potvliege showed an undisputed knack for handling colours very early on. She was initiated in interpretive drawing by the painter Luc Mondry, in the workshop of La Clairière and her work developed into a highly personal view of the subjects broached. Another aspect of her work is her series of tiles, probably due to the few months she spent in a mosaic studio. Locked in a repetitive system that she has wrought with rigour, her approach is devoid of monotony nonetheless. Her choice in the harmony of colours confers a pleasure that is renewed each time."
"André","PRUES","(Belgium, 1957-)","AndrePRUES.jpg","André Prues (Belgium, 1967) creates drawings which although made with a felt-tip pen bring to mind the dry point, and many maps beckon us to see landscapes that are conjured before our eyes rather than actually occur. The miracle of creation can be witnessed in André Prues, once the work became abstract. Before that, he created colourful and annotated works, and he talked a lot, even when drawing. Now, he is totally absorbed in this creation, but will gladly take a break to speak with you if you visit him at Campagn’art.",,,,,,,,,,
"Kenneth","RASMUSSEN","(Denmark, 1971-)","Kenneth_RASMUSSEN.jpg","Kenneth Rasmussen, a Dane from Denmark, knits giant jumpers and diverted, oversized objects that are part of his everyday life.  Since the age of 9, he has been interested in knitting, a girl's activity, as his peers reminded him.  His bedroom is lined with his creations, which he fills with objects that he has found.  He works at the Bifrost workshop in Randen, Denmark, which is also home to the GAIA museum of outsider art, where his work is exhibited.",,,,,,,,,,
"Christine","REMACLE","(Belgium, 1967-2014)","ChristineREMACLE.jpg","Christine Remacle draws heads with great majesty, which comes from her fascination for other people. She takes us into a world peopled with her friends or “husbands”, as she sometimes calls them. Her point of departure is not an existing model; they are people who come into her head, who inhabit her daily life and her imagination.
Eyes and mouths take shape as her hand works on the colour. The first step is to cover the paper with a kind of painted background, and on this base she uses a hand that is always expressive, sometimes violent and uncontrolled, sometimes precise and full of sensibility. Hand and colour come together to reflect her intense need to communicate through faces but also through landscapes that possess great serenity. She draws in La Hesse in Vielsalm.",,,,,,,,,,
"Fernanda","REYNS","(Belgium, 1957-)","FernandaREYNS.jpg","When you take a closer look at Fernanda Reyns' work, you see that behind the large figures lies a host of small characters.  There are hundreds of little circles where people, houses, children and trees are hiding, sometimes in front, sometimes behind, sometimes even inside.  Originally, they were distinct figures.  They have eyes, mouths, ears, hair and they wear jewellery.
Yet even if the meanings and contours are apparently lost, they still remain present.  Fernanda enthrals us with a drawing that brings together an alliance of contemporary and ancient cultures; a sobriety and an abundance that simultaneously create an impression of a crowd and isolation.",,,,,,,,,,,
"Pedro","RIBEIRO","(Portugal, 1990-)","PedroRIBEIRO.jpg","Pedro Ribeiro (Atelier Le Sésame, Brussels) produces his large characters that seem to stem from gestural painting at the Sésame centre, where he attends the painting workshop twice a week. The assistance of the workshop leaders can prove valuable to them in the choice of contrasted colours in particular, which enable Pedro to distinguish the different superposed traces in spite of an impaired sight. His painting work is characterized by a succession of layers, revealed in part by tears, a finishing touch he puts to his creations.",,,,,,,,,,
"Melina","RICCIO","(Italy, 1951-)","Melina_RICCIO.jpg","Melina Riccio’s work garnishes cities with messages of peace, love, ecology and justice, almost always written in rhyme.  The Art et marges museum maintains a collection of collages and textile compositions, but her multifaceted repertoire also includes poetry, graffiti and performances.  Struggling against a world ruled by money, Melina Riccio shares her critical vision through the sensitive experience of an anti-capitalist utopia.  It was following a period of overwork and burnout, accompanied by delirium, that she embarked on this creation, breaking suddenly with her former life as a stylist and a housewife."
"André","ROBILLARD ","(France, 1931-)","Robillard_10B.jpg","André Robillard is at times referred to as “the man with guns!” For thirty years, this creator who does not consider himself an artist, makes symbolic guns using tin cans, used light bulbs, old cogwheels, recovered pieces of wood, fabrics, nails, wire and scotch tape.  A multi-disciplinary artist he is also a musician:  percussion improvisations on rubbish bins using empty cartridges placed at the end of the fingers, accordion and harmonica accompanied by very personal songs. 
Present in the largest outsider art collections, this anti-conformist and anti-militarist artist beckons the viewers in a playful manner in spite of himself."
"Jean-Pierre","ROSTENNE","(Belgium, 1942-2017)","Jean_Pierre_ROSTENNE.jpg","Tout va bien sauf ce qui ne va pas was the motto of this atypical artist, a poetic thinker and key figure in a Brussels district that reflected his image: Les Marolles.  There, he ran an all-purpose bookshop on a corner of Rue Haute.  It is impossible to sum up his career with any certainty: he was a lieutenant in the Belgian army in the Congo in 1960; he spent time in Brazil, Rome, Paris and Switzerland; and for a number of years he had been making extraordinary walking sticks out of a variety of objects, which he used to stroll along the streets.  "In Africa, the cane is the link between heaven and earth.  In the Congo, it is an object of power.  This cosmological axis serves as a support for the motley assortment of everyday objects we'll be taking for a stroll...“",,,,,,,,,,
"Tomoaki","SAKAI","(Japan, 2001-)","Tomoaki_SAKAI.jpg","Tomoaki Sakai seems to have developed an inexplicable cult for household appliances.  From fridges to flat-screen TVs and washing machines, this young Japanese artist creates his small sculptures out of paper and tape with surgical precision.   He presents a world that opens up to our gaze.  In his world, a simple scribble represents a reflection, a piece of scotch tape, through skilful mastery, replaces the magnet, and where even the reproduction of the price of the appliance has its graphic importance.",,,,,,,,,,
"Nouzha","SERROUKH","(Morocco, 1968-)","Nouzha_SERROUKH.jpg","Nouzha Serroukh is equally at home working with paint, chalk or clay.  She is bewitched by a round universe: round mouths, round noses, round eyes, round hair, everything that is round, like the doves or the little balls of clay that she clumps together to create her universe in clay.  Nouzha Serroukh loves paint to be intense and luminous and she applies it thickly after completing her charcoal sketch.  In the Créahmbxl plastic arts studio, she gives birth to a gallery of characters and we do not know whether they are calling out to each other or if they are summoning us, the spectators, with their wide mouths."
"Anny","SERVAIS","(Belgium, 1952-2009)","AnnySERVAIS.jpg","Bulimic in her creativity, Anny Servais, known as "the baroness" or "the diva" occupied the central space of the Créahm studio in Liège.  She was there at a strategic point to appropriate all the available supports (not only paper, but also chairs, tables, drawers...).  She covered them with her gestural abstractions, sometimes embellished with photos fixed with a technique that she developed, using paint as glue."
"Daniel","STERCKX","(Belgium, 1965-)","Daniel_STERCKX.jpg","The artist’s gesture has been active in the plastic arts workshop of Créahm-Brussels since 1986 and  has brought into being eyes, mouths, nostrils… faces, and bodies – faces above all.  The body is outlined only roughly, the fixed gazes draw all the attention. Materials that are more superimposed than juxtaposed, as the horror, fright, surprise, sadness and disdain become clearer through the strength of the circular movement. The emotion conveyed by these characters drawn by a gesture that is more energetic than aggressive is perceived differently."
"Mohammed","TARGA","(Marocco, 1960-)","MohammedTARGA.jpg","During his six-year stay in the Nivelles prison, Mohammed Targa took part in the prison's painting workshops.  This activity enabled him to manage his time and cope better with the conditions of incarceration.  He created works of rare truth and expressivity that bear witness to a painful identity situation.  Painting offered him a concrete opportunity to abolish, transform and, above all, overcome the constraints imposed by society.",,,,,,,,,,
"Pascal","TASSINI","(Belgium, 1955-)","TASSINI.jpg","Pascal Tassini joined the Créahm Région Wallonne in 1986. After exploring different mediums, he finds his preferred mode of expression in textiles and more particularly in the knot. His hobby horse, you might say? Does this gesture remind him of the hours spent watching his sister-in-law knitting? If making a knot is probably the easiest way to hold two threads together, by multiplying them, Pascal Tassini, like a tightrope walker, creates on the line of balance. And on his own initiative, the first ""balls"" of fabrics, with precious packaging of furniture recovered or borrowed forever (tables, chairs, ladders), keychains of a fantasy wedding (dresses, floral bouquets, hats), encrypted love letters, or unexpected gifts, always the meticulous choice of materials. But also the concern for tensions and elevation."
"Dominique","THÉATE","(Belgium, 1958-)","DominiqueTHEATE.jpg","Dominique Théâte's visual universe is characterised by his instantly recognisable style, his obsession with wrestlers and his fantasy of the life of a golden boy.  An artist based at La S Grand Atelier in Vielsalm since the age of 33, Dominique Théâte's artistic aspirations go back much further than that, he was preparing to enter the Beaux-Arts in Liège before a serious motorbike accident affected his motor and brain functions.  He is a talkative character in life as much as in his work, and is the author of several joint publications with the artist Dominique Goblet: "Match de Catch à Vielsalm" and "Amour dominical" (published by Frémok).",,,,,,,,,,
"Jacques","TROVIC ","(France, 1948-2018)","Jacques_TROVIC.jpg","He learnt sewing and embroidering at a very young age from his mother and sister. He created his first tapestry in 1964, in the small miner’s house in a suburb of Valenciennes. He produces tapestries of monumental size on his kitchen table. The themes broached are inspired by the working class tradition, the mine, street scenes, feasts, carnivals, etc. Jacques Trovic embroiders a jute hessian base with fabrics bought on the Anzin market, wool in all colours, sequins, pearls, lace, and patchwork imbued with great poetry and great sensitivity."
"Pépé","VIGNES","(France, 1920-2007)","Pépé_VIGNES.jpg","So, ladies and gentlemen, my little children and the others, you see, we’re great drawers. For years we’ve been doing the job, so now we’ve started to make flowers, we’ve started to make boats, big boats, fish, then we started to make the weather, the time, then we started to make cellos, zithers, I made the avenue de la gare, I made the wall going to the church. We made trains with carriages, with signals, that’s what I did back then, and then I started making planes, aeroplanes (Pépé Vignes). Is the « job « mentioned by Pépé Vignes that of draughtsman? Or a cooper, which he practiced with his father? Or is he referring to his career as an accordionist and Saturday night ball singer? Pépé Vignes began drawing spontaneously, around the age of 40, covering exclusively the themes mentioned above. Extremely short-sighted, he drew with his face practically glued to the sheet of paper or cardboard."
"Pascale","VINCKE","(Belgium, 1974-)","Pascale_VINCKE.jpg","Pascale Vincke's drawings appeal to us from the very first glance.  So much tension and palpable emotions draw us into an introspective universe of abrupt curves and vivid colours, where intriguing portraits of women, this artist's favourite subject, come alive before our eyes. The initial models, photographs taken from fashion magazines revealing smooth and artificial beauties, are totally reclaimed, reinterpreted by the artist, becoming very real personal compositions.  She has been active at the Créahmbxl art studio from the age of 12 to 24 years of age."
"Jacqueline","VIZCAÏNO","(Algeria, 1937-)","Jacqueline_VIZCAINO.jpg","It was at the age of sixty that Jacqueline Vizcaïno discovered painting, which was to become a veritable revelation.  She painted on wood, using gouache that she then covered with wax polish, drawing her inspiration from Oriental and Hindu influences.  Over the years, her drawings have become more refined, filled with bright colours, revealing characters that are half-insect half-goblin, adorned with headdresses, Turkish slippers and wings, moving through a world of curves, flowers and multicoloured dots.",,,,,,,,,,
"Jean-Michel","WUILBEAUX","(France, 1968-)","Jean_Michel_WUILBEAUX.jpg","From 1990 to 2016, Jean-Michel Wuilbeaux produced a large number of oil paintings in his studio at La Pommeraie (Quevaucamps).  Keen to represent things as a whole, he uses a juxtaposition of perspectives that seem to unfold the image before our eyes.  His paintings are accompanied by texts displaying witty remarks.  But his works would not be complete if they did not contain their start and end dates, as well as the colour chart that went into their creation.",,,,,,,,,,
